date,slice_label,OT
1641449783795 ,192,1.239089131
1641449783805 ,192,1.282466054
1641449783815 ,192,1.226148963
1641449783825 ,192,1.259164214
1641449783835 ,192,1.224474311
1641449783845 ,192,1.28587079
1641449783855 ,192,1.284595728
1641449783865 ,192,1.308059454
1641449783875 ,192,1.312170863
1641449783885 ,192,1.300542712
1641449783895 ,192,1.277265191
1641449783905 ,192,1.289172649
1641449783915 ,192,1.20004344
1641449783925 ,192,1.246434331
1641449783935 ,192,1.189063668
1641449783945 ,192,1.19021678
1641449783955 ,192,1.231160522
1641449783965 ,192,1.209303498
1641449783975 ,192,1.278634548
1641449783985 ,192,1.266281247
1641449783995 ,192,1.327249169
1641449784005 ,192,1.270720482
1641449784015 ,192,1.310323834
1641449784025 ,192,1.217866063
1641449784035 ,192,1.214531779
1641449784045 ,192,1.198391199
1641449784055 ,192,1.024562597
1641449784065 ,192,0.830427468
1641449784075 ,192,0.733776569
1641449784085 ,192,0.688414991
1641449784095 ,192,0.677061617
1641449784105 ,192,0.679881096
1641449784115 ,192,0.679578364
1641449784125 ,192,0.594106674
1641449784135 ,192,0.584688485
1641449784145 ,192,0.580157936
1641449784155 ,192,0.651156008
1641449784165 ,192,0.716834068
1641449784175 ,192,0.862188756
1641449784185 ,192,0.976581514
1641449784195 ,192,1.002412796
1641449784205 ,192,1.137594819
1641449784215 ,192,1.23881042
1641449784225 ,192,1.286007166
1641449784235 ,192,1.325623512
1641449784245 ,192,1.327611208
1641449784255 ,192,1.247906685
1641449784265 ,192,1.166279316
1641449784275 ,192,1.153667808
1641449784285 ,192,1.139202595
1641449784295 ,192,1.107862473
1641449784305 ,192,1.137538791
1641449784315 ,192,1.129213572
1641449784325 ,192,1.163405418
1641449784335 ,192,1.100342512
1641449784345 ,192,1.087298274
1641449784355 ,192,1.065211892
1641449784365 ,192,1.025714993
1641449784375 ,192,1.012778759
1641449784385 ,192,1.004085898
1641449784395 ,192,1.010258198
1641449784405 ,192,1.061179161
1641449784415 ,192,1.076066971
1641449784425 ,192,1.096676826
1641449784435 ,192,1.059780359
1641449784445 ,192,1.058215618
1641449784455 ,192,1.032702923
1641449784465 ,192,1.054371119
1641449784475 ,192,1.056611419
1641449784485 ,192,1.040594816
1641449784495 ,192,1.073953867
1641449784505 ,192,1.069219112
1641449784515 ,192,1.160507917
1641449784525 ,192,1.135438442
1641449784535 ,192,1.136612892
1641449784545 ,192,1.048389196
1641449784555 ,192,1.019443274
1641449784565 ,192,1.041449308
1641449784575 ,192,1.012059569
1641449784585 ,192,1.078506351
1641449784595 ,192,1.101834416
1641449784605 ,192,1.142472148
1641449784615 ,192,1.0771873
1641449784625 ,192,1.012973547
1641449784635 ,192,1.028428435
1641449784645 ,192,0.987114549
1641449784655 ,192,1.068688154
1641449784665 ,192,1.081681967
1641449784675 ,192,1.123177052
1641449784685 ,192,1.070884943
1641449784695 ,192,1.014717579
1641449784705 ,192,1.021571755
1641449784715 ,192,1.009559512
1641449784725 ,192,1.016103506
1641449784735 ,192,1.035632491
1641449784745 ,192,1.041315079
1641449784755 ,192,1.094010353
1641449784765 ,192,1.098872066
1641449784775 ,192,1.086735606
1641449784785 ,192,1.021952868
1641449784795 ,192,0.994196236
1641449784805 ,192,1.02586174
1641449784815 ,192,1.058236003
1641449784825 ,192,1.079416275
1641449784835 ,192,1.086257935
1641449784845 ,192,1.066698313
1641449784855 ,192,1.032845736
1641449784865 ,192,0.993561506
1641449784875 ,192,1.018487334
1641449784885 ,192,1.042446494
1641449784895 ,192,1.074988604
1641449784905 ,192,1.07486546
1641449784915 ,192,1.063071728
1641449784925 ,192,1.065407038
1641449784935 ,192,0.980771184
1641449784945 ,192,1.0039891
1641449784955 ,192,0.984301388
1641449784965 ,192,1.006186247
1641449784975 ,192,0.996530712
1641449784985 ,192,1.03241992
1641449784995 ,192,1.090435505
1641449785005 ,192,1.060699582
1641449785015 ,192,1.065651417
1641449785025 ,192,1.027284861
1641449785035 ,192,0.993693829
1641449785045 ,192,0.979846776
1641449785055 ,192,0.992722213
1641449785065 ,192,1.073175311
1641449785075 ,192,1.039108396
1641449785085 ,192,1.062128663
1641449785095 ,192,1.019827008
1641449785105 ,192,0.999190152
1641449785115 ,192,0.990842879
1641449785125 ,192,0.953265429
1641449785135 ,192,1.044159055
1641449785145 ,192,1.013489723
1641449785155 ,192,1.084599257
1641449785165 ,192,1.075290322
1641449785175 ,192,1.085855484
1641449785185 ,192,1.060100555
1641449785195 ,192,0.958763719
